	Metabolite ID	50 biggest coefficients
15	2115	33.19842856212175
249	16365	30.728008149258702
506	24766	28.450836914472887
282	17442	27.49365874946476
223	15256	24.34720785107205
285	17546	24.30559173775041
358	20398	23.69357356766131
192	14092	21.73753424502342
238	15803	21.236079490010667
96	8747	19.78285519150828
348	19930	19.77060820039922
118	10239	18.73260691091194
63	6243	18.611529593407912
116	9996	18.592050775394465
414	22498	18.390240444595424
195	14245	18.083538916058608
36	4291	18.0340825214211
87	8300	17.84779646334603
203	14535	17.64452116842441
213	14922	17.181246529944367
217	15123	17.12348002615939
244	16171	16.835489618836394
343	19801	16.497892391404875
364	20691	16.465673939970774
362	20578	16.243916555804113
423	22693	16.142311174474763
328	19233	15.884198386508864
206	14659	15.659325806008429
301	18042	15.453812444324912
503	24642	15.095767036805402
225	15271	15.058258623708443
302	18044	14.912387861946574
315	18870	14.61996254858849
127	10950	14.579117178034462
113	9955	14.47449629517302
236	15720	14.37223431938411
48	5262	14.163198418455824
256	16585	14.103773167597364
258	16722	14.001388578594238
490	24336	13.946321335702637
81	7487	13.687137455771127
222	15229	13.406980965268716
80	7479	13.244112369281938
266	16924	13.221735917460297
424	22705	13.169787231716848
199	14295	12.752354478007264
79	7475	12.642958954237615
117	9997	12.594727665546214
164	13098	12.559740926594468
435	22910	12.485575476888489
