	Metabolite ID	50 biggest coefficients
75	2115	417.9071751143998
1120	16365	402.21034384650375
1236	17442	400.3238068114838
54	1191	386.8414972611752
577	9996	331.75473781131205
280	6243	326.5611540308764
463	8747	313.24750227893713
439	8309	304.3965431902513
182	4291	300.3649326632434
1062	15803	288.3389318208516
676	11455	279.596132054316
578	9997	272.4509082919204
453	8504	267.2956239500588
1121	16367	265.5101641953026
211	4994	265.0148252979644
278	6241	258.2420605263833
181	4290	257.6450344851075
597	10239	255.57934999656555
279	6242	253.06024711480697
980	14922	252.68527243634816
950	14546	248.40141467148567
1056	15720	237.6097626537438
1162	16722	236.66795018574857
135	3110	229.95914486672305
1376	19233	229.37237978172072
437	8300	224.3684254866599
228	5262	222.10339943377335
134	3109	221.43245791550245
956	14659	219.5577979754848
1185	16924	218.38281937926183
187	4504	214.3129094136792
333	7073	213.8495197494338
1211	17189	212.86844730758247
1765	23332	211.47772181424756
64	1549	209.9946934542201
1547	21236	209.89490451096125
1407	19671	209.52795716307887
1638	22357	205.9261099421244
244	5642	205.6959473924761
1658	22498	205.4781422054737
1057	15757	205.2108618281156
1557	21358	205.0887137579973
764	12432	204.90900980387576
0	17	204.67151364357684
1263	17704	202.2707853004713
901	14070	201.2447963992091
653	11113	199.52664272390535
662	11241	198.69473531282384
193	4738	197.8896009169213
680	11486	197.70212882428424
