	Metabolite ID	50 biggest coefficients
1229	17442	1024.3213825560515
1116	16365	994.195382323085
74	2115	963.2658179583884
461	8747	806.4009305561252
1058	15803	799.1418207099906
279	6243	728.1372287712173
574	9996	716.5150321417246
976	14922	680.7106011093166
181	4291	675.8655803563366
451	8504	656.9628489233961
952	14659	619.9931603302336
672	11455	614.15294854778
437	8309	613.973636805366
133	3109	601.0917773525736
1052	15720	590.475652011778
134	3110	586.358996805516
1205	17189	583.0679500050127
1539	21236	581.9264174593128
1157	16722	581.3430672963331
227	5262	573.6122532017504
54	1191	564.8598695737795
1611	22073	555.4045354821614
897	14070	547.7640424587299
760	12432	535.6622881984773
180	4290	520.4111011724482
210	4994	517.5558076171989
575	9997	517.4710702606018
1534	21178	516.603971007259
1179	16924	515.2306100796528
278	6242	507.98526452884215
332	7073	507.08060146861374
344	7157	503.31289991125954
63	1549	491.1105030593186
649	11113	491.0383668426208
1204	17172	490.3931848041474
658	11241	489.42141655512256
435	8300	487.5745814659142
594	10239	486.8770440956925
192	4738	484.4846775644257
88	2413	479.9944378466357
0	17	479.16020137925295
821	13094	478.8037971487278
532	9685	478.1328501820782
444	8402	477.58665130353575
177	4220	476.0849064853292
1280	18022	474.89890275074833
629	10784	468.1370081571328
620	10658	468.0198971763366
476	8875	467.0641807882021
243	5642	466.825866141366
