	Metabolite ID	50 biggest coefficients
1212	20398	131.33355074158453
1151	19520	110.18011867763236
460	9955	108.46639510659578
916	16367	105.96421162216193
311	7487	105.488867694198
1396	22693	102.88172638310589
1119	19009	101.57945191874042
310	7479	100.45852218950624
309	7475	99.1105497591464
461	9956	97.85772209480044
462	9957	97.70109982530852
1183	19930	95.709287374395
1392	22665	92.33538265995529
1167	19801	91.74301881628227
1393	22668	91.44689727970406
1149	19504	89.52276087476905
467	10124	88.29793439864386
530	11147	88.10031051350578
1040	17718	87.04185480805647
177	5218	84.97825422880895
1032	17654	84.72849108192455
1645	24766	83.18656545285246
1637	24642	81.36791175338168
770	14546	80.93139104860778
1267	21052	80.08585320124422
236	6638	79.31776791731517
1359	22360	77.12598007547368
1711	26586	75.9117217627092
1679	25441	75.86780640867954
768	14535	75.46355647307664
1035	17679	74.00004233802309
1358	22357	73.37907643973219
1150	19519	72.66861310327387
1020	17546	72.15100520380507
176	5209	71.91589046836681
1213	20410	71.16277037049652
1232	20684	71.03753545251055
1344	22131	70.92161243872366
1426	22979	69.75277326075738
113	3576	69.719281043666
1005	17331	69.64940180007392
1567	24098	68.36357391167115
1058	18044	67.94728124118542
817	15229	67.8544131228656
1537	23860	67.597151265249
609	12350	67.57401573058699
1015	17465	67.39769140140686
1694	26165	67.22647045415994
752	14292	67.1615916204438
1057	18042	66.77773278851694
