	Metabolite ID	50 biggest coefficients
1100	17442	279.3724353720316
1000	16365	277.0124585940036
70	2115	239.44947123930092
406	8747	219.7227069195126
603	11455	208.54425095214404
191	4994	207.63399980350476
948	15803	207.2916655461632
1390	21236	201.96618436574389
513	9996	199.43613996479297
164	4291	198.63824313704987
1078	17189	197.4786715765367
125	3109	194.86871619786572
126	3110	191.33403168670952
257	6243	188.2784018697536
397	8504	186.334645030831
1463	22073	186.2485763461958
864	14782	177.20378106715611
875	14922	174.38260175385918
385	8309	174.03717350289028
730	12915	171.32213067402995
806	14070	170.36721986325918
856	14659	165.6314175073145
1149	18022	165.37413721972808
473	9685	163.72382922417376
256	6242	162.39372424624312
51	1191	156.88692845294418
1034	16722	154.85929326756212
207	5262	154.44815229183902
514	9997	154.39196185324005
163	4290	153.93644013290063
942	15720	152.5063612426098
604	11456	151.1076107123349
298	7025	149.2865543305905
1067	17037	146.95609824241632
681	12432	142.90837535322555
190	4993	142.33770362490552
1500	22498	142.11416069002547
1077	17172	140.84768386364698
300	7073	138.80777200611567
255	6241	138.7363422806335
309	7157	136.50228190706554
383	8300	136.23216652610827
530	10239	133.39275392130455
1289	19974	133.1931519465927
59	1549	132.1629882369412
729	12914	128.5403642605795
582	11113	128.472578343792
590	11241	128.0961492596665
1055	16924	127.72100761428857
276	6674	127.39078686642311
