	Metabolite ID	50 biggest coefficients
671	11455	263.8590249663549
1229	17442	261.2608209076536
1114	16365	247.1194015798269
1056	15803	227.5646600875712
458	8747	211.36039874031232
74	2115	203.42316212114625
1008	15335	199.2160157985418
180	4291	190.11490694310285
974	14922	189.6562245476348
276	6243	184.34656110607204
1538	21236	181.7864307438856
1280	18022	175.70852109095142
950	14659	174.14858927340424
1156	16722	169.58762300906028
1431	19974	168.44200175640574
1256	17704	168.101203122142
1050	15720	164.81427199339075
1689	22779	159.13692473464178
748	12355	157.5009189227315
758	12432	151.13837558580943
226	5262	149.64288220662772
572	9996	149.0145436358544
793	12760	148.62975516523915
1007	15271	148.34824239247712
179	4290	147.97837557619476
1611	22073	145.84361791498284
329	7073	145.82499258843177
1051	15757	145.03623909435845
592	10239	144.51579815543928
1204	17189	144.1627894744198
1032	15576	143.5812907123601
1738	23242	143.27903662122915
133	3109	136.88447962861912
134	3110	136.88447962861912
448	8504	135.38401254611216
1178	16924	134.7099654488217
53	1191	131.35270301731364
1642	22448	131.27310056673198
1203	17172	131.11968522472117
341	7157	130.6606761315475
63	1549	130.11656425161385
1761	23369	129.92498349241393
435	8309	128.96968462108106
895	14070	128.4741849563312
530	9685	128.38890245455505
1042	15676	126.74930894541588
145	3488	125.90380762634892
819	13094	125.31441930725909
265	5965	125.22223755911784
648	11113	124.45897774554318
