	Metabolite ID	50 biggest coefficients
904	14092	38.72821777730516
396	7487	34.794214647768406
394	7475	33.93311226239226
395	7479	33.061941692157994
947	14535	31.809726511990725
926	14245	31.324933696892955
996	15123	30.39886080625877
1952	24642	28.983745544896163
572	9955	28.01455184658196
1961	24766	27.665002003156825
932	14295	26.92629947303556
1243	17546	26.3744665638988
1468	20398	26.22750871016941
1121	16367	25.269018992334413
1261	17679	24.71696039145611
573	9956	24.2051157514464
574	9957	24.140171270285485
950	14546	23.7264415157337
1362	19009	22.1738553058764
1257	17654	20.8185965902855
1627	22165	20.159921973577003
1266	17718	19.79743456420865
1169	16800	19.75515258497837
75	2115	19.65983887952258
1417	19801	19.53698965989577
955	14648	18.60479953595064
826	13098	18.345328964871328
1367	19105	18.11517453952434
2008	25772	17.91979346826748
1168	16799	17.620603394170587
1530	21052	17.582115773211875
2000	25441	17.488168108524487
1658	22498	17.266682848454224
1013	15271	17.241531904381585
1097	16171	17.0200618998171
1565	21458	16.987240801723782
2097	28216	16.83351242010031
1970	24836	16.770548462490495
657	11147	16.600306220640828
1433	19930	16.584619298544208
300	6638	16.495180308733254
674	11452	16.364306693277364
1324	18571	16.22020296512819
1415	19761	16.176744517218694
1007	15229	15.855539178440685
325	6918	15.657524737741038
602	10285	15.620322393110424
675	11453	15.46474831968204
1683	22705	15.405292903963613
1681	22693	15.20907210687439
