	PC1	PC2	Labels
0	0.0892076679860696	-0.06633545927133762	EXT
1	0.08906251409765772	-0.06846251130401926	EXT
2	0.09006533334190596	-0.06595115656017937	EXT
3	0.08925700853932263	-0.06687034433895463	EXT
4	0.0888049713791269	-0.07692805123029425	EXT
5	0.08927213468089785	-0.06599664550853852	EXT
6	0.08721701305115172	-0.056529258549095476	EXT
7	0.08982311356026952	-0.06782345533279761	EXT
8	0.09290161889336321	0.024598241477540174	QC
9	0.09267150673551079	0.02422335419697974	QC
10	0.09230510410361775	0.02734336362260892	QC
11	0.09308525408957713	0.024937355499719663	QC
12	0.09088353683838966	0.024705431034930617	QC
13	0.09237112748095057	0.0222329671414685	QC
14	0.09279669039653785	0.024286898903465796	QC
15	0.09255963946465601	0.02299764525930065	QC
16	0.08630082912612118	0.05551397880531062	QC
17	0.09276137610867043	0.022689111209287894	QC
18	0.09280971502778441	0.02544652952271767	QC
19	0.08671462797530138	0.04898988524704025	QC
20	0.092997109510376	0.02430650059051986	QC
21	0.09272328799505179	0.024158175728688953	QC
22	0.09246260594231526	0.023826275571421703	QC
23	0.09264155382382844	0.023921889321031592	QC
24	0.08551854829288476	-0.17607357617591132	control
25	0.08659063736692836	-0.16994564614508553	control
26	0.08645083320177627	-0.17451838943742212	control
27	0.08720907176130525	-0.17060892362682778	control
28	0.08676337409567536	-0.1576632473737885	control
29	0.08516953349423527	-0.16149637846575543	control
30	0.08377906748453107	-0.19000032712250514	control
31	0.08550218203277765	-0.17859299799222333	control
32	0.0863191437113507	-0.16685251240497243	control
33	0.08681552913737235	-0.1536947612995894	control
34	0.0779571763841249	-0.17809924115391773	control
35	0.08488606630929936	-0.15869042348588086	control
36	0.08723298990857765	-0.162055012519661	control
37	0.08493071856323942	-0.1710524393392177	control
38	0.082247500533147	-0.15573183798410187	control
39	0.08603166505025232	-0.16889569139846672	control
40	0.08420807960025144	-0.17383350099142839	control
41	0.08609593909852158	-0.16404480726686158	control
42	0.08766654014004774	-0.1646666685869447	control
43	0.08671581133354542	-0.1654670012746652	control
44	0.08646178139291248	-0.16803104488742715	control
45	0.08502005886728714	-0.16992090244499852	control
46	0.09373520957746655	0.03932620700745315	local
47	0.09182398751518593	0.028862872298760965	local
48	0.09332197980112421	0.021700908250737685	local
49	0.09262147683966176	0.03814524552668455	local
50	0.09255626070766682	0.06466562027562221	local
51	0.09002822912376024	0.0963219132231579	local
52	0.09442276724565771	0.04213710866968705	local
53	0.0914960597855051	0.04578137677786152	local
54	0.0929249363184194	0.06742660301271854	local
55	0.09411587109133167	0.02732689212341433	local
56	0.09050740664240566	-0.04058641187930273	local
57	0.09045531652410825	-0.03319074196931974	local
58	0.08802074172300088	-0.06209431763408084	local
59	0.07716383457627261	0.07971217380222201	local
60	0.0921350939901419	0.05319033132089434	local
61	0.08946676786087765	-0.03929054022016338	local
62	0.09385877970890616	0.041807195599121084	local
63	0.07923703142939159	0.13433829509256098	local
64	0.09447850856556399	0.04432304438572427	local
65	0.08830359888960558	0.09818673371832054	local
66	0.0914721391269818	0.0893113908591115	local
67	0.08964523820273274	0.09203825162332846	local
68	0.0944790823288434	0.04239060330006938	local
69	0.09168609906802437	0.061042291209447465	onset
70	0.0901319032307936	0.08914940001182384	onset
71	0.09330287508699145	0.06878400362358861	onset
72	0.09343401397411358	0.06282904995383634	onset
73	0.09250483684081229	0.07935359019218685	onset
74	0.09055251147315121	-0.052582632969400245	onset
75	0.09039454964595048	0.09528680420404008	onset
76	0.09276225481250386	0.06593494649134189	onset
77	0.08816421880038737	0.08334591960458622	onset
78	0.08053784007704078	0.10753465372755985	onset
79	0.09214120502419922	0.045986025768099	onset
80	0.09267395220516514	0.0586172276967925	onset
81	0.09348572958859405	0.07139504673793706	onset
82	0.09268471138602515	0.0636863237029191	onset
83	0.09112445782131404	-0.04246214642150356	onset
84	0.0912294085472675	0.04909867169763814	onset
85	0.0928772369724267	0.056566667134444505	onset
86	0.08902938896562226	0.09627954258524761	onset
87	0.08600222029615186	0.09965955982101211	onset
88	0.09067612212965186	0.09030396284466699	onset
89	0.09040388916597654	0.08143070235829689	onset
90	0.09331823659007285	0.05085600280179959	onset
91	0.08635948647304856	-0.049006940026906996	onset
92	0.09108357760164239	0.036592004206740615	onset
93	0.0908883917583469	0.06645502109027204	onset
94	0.09296065004964985	0.07976628605737471	onset
95	0.09311804829141787	0.07357949170780444	onset
96	0.08645727215542827	-0.05932970691355212	post
97	0.0909103652640845	0.065213688519242	post
98	0.09270323678670875	0.03719386332332577	post
99	0.08655380497083251	0.08976674865942814	post
100	0.0921365284968092	0.05742565096549384	post
101	0.09135528206401358	0.0815311789051648	post
102	0.08989667313370828	-0.07172364839098175	post
103	0.09218075076930611	0.07794228443257341	post
104	0.09276192291130698	0.055773799812031226	post
105	0.09392574939954576	0.03728367850681671	post
106	0.09269134326240991	0.05071982418853722	post
107	0.09156371503217037	0.05614540294935945	post
108	0.09385561160565746	0.029746491729301838	post
109	0.09281194440028265	0.06664782152142744	post
110	0.09376945292147357	0.05418262520703784	post
111	0.08795534164036942	0.09169320441064113	post
112	0.09183143787763372	0.0700069569667856	post
113	0.09328319990546137	0.058730426416059835	post
114	0.09337371754028681	0.025004115254309116	post
115	0.09503337480432557	0.034077198433058196	post
116	0.08948612944027368	-0.06080199648035246	post
117	0.09315126212679371	0.02866319969488836	post
118	0.09500002566088205	0.0344051167804066	post
119	0.09095743915892686	0.08638063490207117	post
120	0.08916562141519722	-0.052081152590264364	post
121	0.09413758077837074	0.02574791611079709	post
