	PC1	PC2	PC3	Labels
0	0.08920766798606983	-0.06633545925292289	-0.1802525264223134	EXT
1	0.08906251409765799	-0.06846251128605929	-0.17940851737650731	EXT
2	0.09006533334190621	-0.06595115655042894	-0.17241769051031097	EXT
3	0.08925700853932293	-0.06687034432816609	-0.1784968704834342	EXT
4	0.08880497137912724	-0.07692805122611941	-0.17778713148400427	EXT
5	0.08927213468089812	-0.06599664550455825	-0.17133781248373617	EXT
6	0.08721701305115195	-0.05652925855861823	-0.14851671522991358	EXT
7	0.08982311356026978	-0.06782345531221916	-0.1781097182052354	EXT
8	0.0929016188933631	0.024598241475348562	0.13142495973058524	QC
9	0.09267150673551063	0.02422335419631346	0.13082883043353039	QC
10	0.09230510410361763	0.027343363619771105	0.13130252396646422	QC
11	0.093085254089577	0.024937355495668088	0.1277909135433829	QC
12	0.09088353683838953	0.024705431011855735	0.13421575667791097	QC
13	0.09237112748095046	0.022232967140073317	0.13443003016962923	QC
14	0.09279669039653772	0.02428689889160972	0.1286827978083957	QC
15	0.09255963946465587	0.02299764526223448	0.13497588380353293	QC
16	0.08630082912612089	0.055513978801116554	0.16180430544844443	QC
17	0.09276137610867027	0.022689111197638084	0.13081615693167667	QC
18	0.09280971502778429	0.025446529511452338	0.12828449222943078	QC
19	0.08671462797530109	0.04898988522007007	0.161707450037804	QC
20	0.09299710951037583	0.024306500580331954	0.12633221434076167	QC
21	0.09272328799505161	0.024158175719997132	0.13061686678096293	QC
22	0.09246260594231513	0.023826275567577628	0.13452345125556037	QC
23	0.0926415538238283	0.023921889311093417	0.12762832713369568	QC
24	0.08551854829288555	-0.17607357620601	0.0658043932238403	control
25	0.08659063736692912	-0.1699456461553853	0.06949732517795855	control
26	0.08645083320177702	-0.17451838944760556	0.06409622143134922	control
27	0.087209071761306	-0.17060892366128436	0.03904076411004721	control
28	0.08676337409567607	-0.1576632473248699	0.07299126641245714	control
29	0.08516953349423603	-0.16149637847525738	0.08161021006348634	control
30	0.08377906748453191	-0.19000032712291448	0.04294638734563522	control
31	0.08550218203277848	-0.17859299797217473	0.06855551766157493	control
32	0.08631914371135142	-0.1668525124490298	0.059512475437394796	control
33	0.08681552913737302	-0.1536947612996138	0.08131317834285526	control
34	0.07795717638412572	-0.17809924108058614	0.09979847694568962	control
35	0.08488606630930008	-0.1586904234839049	0.07084893419191161	control
36	0.08723298990857838	-0.16205501249937856	0.08072784567457533	control
37	0.0849307185632402	-0.17105243930348368	0.0869832242397922	control
38	0.08224750053314771	-0.1557318380221635	0.08394627686156844	control
39	0.08603166505025309	-0.16889569136574803	0.08542508129101202	control
40	0.08420807960025224	-0.17383350099494188	0.07185512117583122	control
41	0.08609593909852234	-0.16404480726704518	0.042873254055652114	control
42	0.08766654014004849	-0.16466666860664161	0.05970881332546304	control
43	0.08671581133354614	-0.16546700131725425	0.05466698152717119	control
44	0.08646178139291319	-0.16803104487079673	0.09299498495392741	control
45	0.0850200588672879	-0.1699209024362258	0.05090894406148098	control
46	0.09373520957746638	0.039326207016700164	-0.020323388731480155	local
47	0.09182398751518575	0.028862872209053547	-0.02411835399085321	local
48	0.09332197980112404	0.021700908248548735	-0.04966925793995153	local
49	0.09262147683966152	0.038145245463755334	-0.03403444103780281	local
50	0.09255626070766652	0.06466562026591682	-0.03720877892196603	local
51	0.09002822912375973	0.09632191319079635	0.0035397566312592612	local
52	0.0944227672456575	0.04213710868405845	-0.039053183847886516	local
53	0.09149605978550485	0.04578137674467023	-0.04600664227859319	local
54	0.09292493631841905	0.0674266029675484	-0.03362422148131826	local
55	0.09411587109133154	0.02732689211740269	-0.03641700107344224	local
56	0.09050740664240584	-0.04058641188391528	-0.14887563139585921	local
57	0.09045531652410839	-0.03319074199162213	-0.158604992756364	local
58	0.08802074172300114	-0.062094317646635123	-0.1822080873076554	local
59	0.07716383457627222	0.0797121738795996	0.08654067349653143	local
60	0.09213509399014166	0.05319033123687564	-0.011886626659193267	local
61	0.0894667678608778	-0.03929054020437246	-0.1381285998653961	local
