	Metabolite ID	Feature Importance	Metabolite name
0	750	0.013333333333333334	Unknown
1	1419	0.013333333333333334	Unknown
2	1960	0.013333333333333334	w/o MS2:Unknown (carbon number 5);PlaSMA ID-14
3	2054	0.013333333333333334	w/o MS2:2-Oxobutyric acid
4	2967	0.013333333333333334	w/o MS2:Butyric acid
5	4367	0.02666666666666667	Unknown
6	4636	0.013333333333333334	Unknown
7	4671	0.013333333333333334	w/o MS2:Citraconic acid
8	5679	0.013333333333333334	Unknown
9	5926	0.013333333333333334	Unknown
10	5961	0.013333333333333334	Unknown
11	6941	0.013333333333333334	Unknown
12	6949	0.013333333333333334	w/o MS2:Unknown (carbon number 8);PlaSMA ID-222
13	7161	0.013333333333333334	w/o MS2:ADENINE
14	7855	0.013333333333333334	Unknown
15	8028	0.013333333333333334	w/o MS2:Unknown (carbon number 9);PlaSMA ID-305
16	8771	0.013333333333333334	Unknown
17	9013	0.013333333333333334	w/o MS2:trans-Aconitic acid
18	9209	0.013333333333333334	Unknown
19	9783	0.013333333333333334	Tyrosine;LC-ESI-QTOF;MS2;CE
20	9797	0.013333333333333334	w/o MS2:L-Tyrosine
21	10123	0.013333333333333334	w/o MS2:Ecgonine
22	10830	0.013333333333333334	w/o MS2:319 - beta-D-Galactopyranuronic acid
23	10867	0.013333333333333334	Unknown
24	11242	0.013333333333333334	Unknown
25	11243	0.013333333333333334	Unknown
26	11353	0.013333333333333334	w/o MS2:Unknown (carbon number 10);PlaSMA ID-652
27	11518	0.013333333333333334	Unknown
28	11538	0.013333333333333334	Unknown
29	11542	0.013333333333333334	Unknown
30	12690	0.013333333333333334	Unknown
31	12757	0.013333333333333334	Unknown
32	12936	0.013333333333333334	Unknown
33	13629	0.013333333333333334	Unknown
34	13693	0.013333333333333334	Unknown
35	13798	0.013333333333333334	Unknown
36	13934	0.013333333333333334	Unknown
37	14002	0.02666666666666667	Unknown
38	14443	0.013333333333333334	w/o MS2:4-methoxy-9H-xanthen-9-one
39	14447	0.013333333333333334	w/o MS2:4-methoxy-9H-xanthen-9-one
40	14610	0.013333333333333334	Unknown
41	14844	0.013333333333333334	Unknown
42	14949	0.013333333333333334	gamma-Glutamylleucine
43	15277	0.013333333333333334	Unknown
44	15444	0.013333333333333334	Unknown
45	15528	0.013333333333333334	Unknown
46	16095	0.013333333333333334	Unknown
47	17574	0.013333333333333334	Unknown
48	18511	0.013333333333333334	Unknown
49	18861	0.013333333333333334	Unknown
50	18862	0.013333333333333334	Unknown
51	19122	0.013333333333333334	Unknown
52	19273	0.013333333333333334	Unknown
53	19472	0.013333333333333334	Unknown
54	19649	0.013333333333333334	Unknown
55	19949	0.013333333333333334	Unknown
56	19998	0.013333333333333334	Unknown
57	20128	0.013333333333333334	Unknown
58	20422	0.013333333333333334	Unknown
59	20581	0.013333333333333334	Unknown
60	20913	0.013333333333333334	Unknown
61	21590	0.013333333333333334	Unknown
62	21714	0.013333333333333334	Unknown
63	21846	0.013333333333333334	Unknown
64	22174	0.013333333333333334	Unknown
65	22356	0.013333333333333334	Unknown
66	22441	0.013333333333333334	Unknown
67	22864	0.013333333333333334	Unknown
68	23782	0.013333333333333334	Unknown
69	25489	0.013333333333333334	Unknown
70	25866	0.013333333333333334	Unknown
71	26004	0.013333333333333334	Unknown
72	27359	0.013333333333333334	Unknown
