	Metabolite ID	Feature Importance	Metabolite name
0	718	0.013333333333333334	Unknown
1	723	0.013333333333333334	Unknown
2	756	0.013333333333333334	Unknown
3	1073	0.013333333333333334	Unknown
4	1898	0.013333333333333334	Unknown
5	2101	0.013333333333333334	Unknown
6	2473	0.013333333333333334	Unknown
7	3788	0.013333333333333334	Unknown
8	3796	0.013333333333333334	w/o MS2:7 - Purine
9	4251	0.013333333333333334	Unknown
10	4367	0.013333333333333334	Unknown
11	4601	0.013333333333333334	Unknown
12	4637	0.013333333333333334	Unknown
13	4673	0.013333333333333334	w/o MS2:Mesaconic acid
14	5679	0.013333333333333334	Unknown
15	5812	0.013333333333333334	Unknown
16	5961	0.013333333333333334	Unknown
17	6099	0.013333333333333334	w/o MS2:Caprylic acid
18	6232	0.013333333333333334	w/o MS2:Unknown (carbon number 10);PlaSMA ID-169
19	6708	0.013333333333333334	Unknown
20	6740	0.013333333333333334	Unknown
21	7631	0.013333333333333334	w/o MS2:2,2,6,6-Tetramethyl-4-piperidinol
22	8028	0.013333333333333334	w/o MS2:Unknown (carbon number 9);PlaSMA ID-305
23	8702	0.013333333333333334	Unknown
24	9676	0.013333333333333334	Unknown
25	10070	0.013333333333333334	w/o MS2:Umbelliferone
26	10700	0.013333333333333334	w/o MS2:Aconitic Acid
27	11540	0.013333333333333334	Unknown
28	12215	0.013333333333333334	w/o MS2:AZELAIC ACID
29	12459	0.013333333333333334	Unknown
30	12484	0.013333333333333334	w/o MS2:Citric acid
31	13169	0.013333333333333334	Unknown
32	13406	0.013333333333333334	Unknown
33	13700	0.013333333333333334	Unknown
34	14230	0.013333333333333334	Unknown
35	14318	0.013333333333333334	Leucylleucine;PlaSMA ID-1025
36	14366	0.013333333333333334	w/o MS2:Kynurenine
37	14679	0.013333333333333334	w/o MS2:Unknown (carbon number 15);PlaSMA ID-1098
38	15445	0.013333333333333334	Unknown
39	15597	0.013333333333333334	Unknown
40	16420	0.013333333333333334	Unknown
41	16706	0.013333333333333334	Unknown
42	16841	0.013333333333333334	Unknown
43	17038	0.013333333333333334	Unknown
44	17039	0.013333333333333334	Unknown
45	17173	0.013333333333333334	Unknown
46	17472	0.013333333333333334	Unknown
47	17527	0.013333333333333334	Unknown
48	17649	0.013333333333333334	Unknown
49	18728	0.013333333333333334	Chenodeoxycholic acid;CE30;RUDATBOHQWOJDD-BSWAIDMHSA-N
50	18870	0.013333333333333334	Unknown
51	19123	0.013333333333333334	Unknown
52	19179	0.013333333333333334	Unknown
53	19422	0.013333333333333334	Unknown
54	19563	0.013333333333333334	Unknown
55	19719	0.013333333333333334	Unknown
56	20244	0.013333333333333334	Unknown
57	20385	0.013333333333333334	Unknown
58	20497	0.013333333333333334	Unknown
59	20619	0.013333333333333334	Unknown
60	20671	0.013333333333333334	Unknown
61	20720	0.013333333333333334	Unknown
62	21288	0.013333333333333334	Unknown
63	21439	0.013333333333333334	Unknown
64	21845	0.013333333333333334	Unknown
65	21846	0.013333333333333334	Unknown
66	22157	0.013333333333333334	Unknown
67	22517	0.013333333333333334	Unknown
68	22749	0.013333333333333334	Unknown
69	23000	0.013333333333333334	Unknown
70	23511	0.013333333333333334	Unknown
71	24641	0.013333333333333334	Unknown
72	24874	0.013333333333333334	Unknown
73	27060	0.013333333333333334	Unknown
74	27109	0.013333333333333334	Unknown
