	mean	iqr	cilo	cihi	whishi	whislo	fliers	q1	med	q3
0	22.221951842308044	0.6077671051025497	22.17378489971165	22.650882077217148	22.8028297424316	21.3127002716064	[]	21.90672302246095	22.412333488464398	22.5144901275635
1	26.612194180488583	1.0610728263855513	26.529805580377523	27.36274774909018	27.3813819885254	24.7410278320313	[]	26.105919361114474	26.94627666473385	27.166992187500025
2	26.537016153335564	0.8094801902770996	26.10781518101689	26.743257130384414	27.5283184051514	25.8161659240723	[]	26.13022184371945	26.42553615570065	26.93970203399655
3	26.773800134658806	0.3828749656677246	26.79139104008672	27.09194788813588	27.5086708068848	26.5767650604248	[26.18507576 23.94461441]	26.771193027496324	26.9416694641113	27.15406799316405
4	25.224240899086006	0.46453714370730026	24.909552830457685	25.274214488267916	25.9143657684326	24.3962745666504	[26.42398834]	25.026585102081274	25.0918836593628	25.491122245788574
5	21.17588603496552	0.5768747329711772	21.114314010143264	21.56716067552564	22.1607761383057	20.0663719177246	[]	20.895982742309574	21.34073734283445	21.47285747528075
6	23.39579784870147	0.6848721504211461	23.110064367055898	23.6476890051365	24.2395305633545	22.4401016235352	[]	23.0899438858032	23.3788766860962	23.774816036224347
7	25.597556352615364	0.9311084747314489	25.167245230674755	25.898165383338945	26.767786026001	24.6404838562012	[]	25.108430862426726	25.53270530700685	26.039539337158175
8	22.167773604393	0.7717595100402512	21.7677812230587	22.3736124384403	23.2617073059082	21.2401084899902	[]	21.7775778770447	22.0706968307495	22.54933738708495
9	17.72730034589768	1.6864390373229767	17.059516807794584	18.38337145209312	19.4909629821777	15.9865236282349	[]	16.720093250274672	17.72144412994385	18.40653228759765
10	28.625805974006624	0.13136148452757368	28.56828696131703	28.671405726671175	28.8239288330078	28.4834766387939	[28.37581444]	28.579964637756326	28.6198463439941	28.7113261222839
11	25.592506527900696	0.46779680252075195	25.281327918767904	25.648548408746695	26.3082866668701	25.0032253265381	[]	25.376287937164324	25.4649381637573	25.844084739685076
12	26.40724813938141	0.43095207214349784	26.159862275123626	26.49815965175627	26.9083728790283	25.7321071624756	[]	26.239663600921652	26.32901096343995	26.67061567306515
13	25.866410970687866	0.6845264434813991	25.556827673912103	26.094180932045	26.8926696777344	25.1104717254639	[]	25.49956512451175	25.82550430297855	26.18409156799315
14	25.08487093448639	0.604792118072524	24.849556998014435	25.324318810701364	26.1850757598877	24.3962745666504	[]	24.693268299102776	25.0869379043579	25.2980604171753
15	26.29170250892638	0.49392604827879794	26.112598221302072	26.50033016920093	26.9083728790283	25.7206993103027	[25.00322533]	26.141273021697977	26.3064641952515	26.635199069976775
16	20.700577378273014	0.9770817756652761	20.579959186315527	21.346968380212772	22.0421161651611	18.9375591278076	[18.53930664]	20.381606578826926	20.96346378326415	21.3586883544922
17	30.80295372009278	0.6365919113158753	30.436312067508723	30.93603671789168	31.7545375823975	29.7937030792236	[]	30.496329784393325	30.686174392700202	31.1329216957092
18	28.185978651046742	0.801674842834398	27.95373137235645	28.583046123981454	28.9961776733398	27.5754985809326	[26.44340897]	27.860844135284452	28.268388748168952	28.66251897811885
19	29.001924157142625	0.47095441818240147	28.884630333185157	29.25432955145834	29.7937030792236	28.11159324646	[27.89464569]	28.777152538299525	29.06947994232175	29.248106956481926
20	27.069938540458686	0.49191522598270154	27.15828168749809	27.54443513989451	27.6910438537598	26.3366832733154	[24.26439285]	26.98064947128295	27.3513584136963	27.47256469726565
21	22.097379088401787	0.615005016326851	21.875778957605363	22.35855789542194	23.009220123291	21.0279331207275	[]	21.80919122695925	22.11716842651365	22.4241962432861
22	26.75224721431732	0.5902047157287527	26.420308836698513	26.883619538545585	27.4378910064697	25.7206993103027	[]	26.497138500213623	26.65196418762205	27.087343215942376
23	25.885921120643605	0.5301194190978258	25.768654659986503	26.1847984039783	26.767786026001	25.1104717254639	[]	25.587279796600374	25.9767265319824	26.1173992156982
24	23.81500840187073	0.6648740768432972	23.573023207187653	24.09494935750964	24.6317501068115	22.5792198181152	[]	23.573497772216776	23.833986282348647	24.238371849060073
25	24.591983795166012	0.7762489318846733	24.293844480514565	24.903199892044036	25.3291130065918	23.6404342651367	[]	24.180549621582074	24.5985221862793	24.956798553466747
26	21.830475211143487	0.5495285987854004	21.70969931483268	22.14107926487922	22.8149089813232	20.9815158843994	[20.51675797]	21.611029624939	21.92538928985595	22.1605582237244
27	24.1153222322464	0.607234477996851	24.006194006204584	24.482873071432113	24.6923961639404	23.2818546295166	[]	23.782682895660376	24.24453353881835	24.389917373657227
28	21.536567568779	0.6493816375732493	21.3407912683487	21.850555853843698	22.4962558746338	20.577808380127	[]	21.162457942962625	21.5956735610962	21.811839580535874
29	24.65946054458619	0.14691686630249734	24.586584092378622	24.70191383242608	24.8635768890381	24.4958782196045	[]	24.578288078308102	24.64424896240235	24.7252049446106
30	23.88296771049498	0.4601607322693262	23.631683779954887	23.99290995478631	24.5133724212646	23.0888118743896	[25.05356598]	23.622677326202375	23.8122968673706	24.0828380584717
31	16.853359758853912	1.4848501682281494	16.6425123566389	17.808119738698	18.4194717407227	15.0684967041016	[]	16.0264961719513	17.22531604766845	17.51134634017945
32	22.369103908538825	0.9786405563354279	21.83350157022474	22.601734406948054	23.4088172912598	21.6350154876709	[]	21.83019304275515	22.217617988586397	22.808833599090576
33	14.605623900890357	0.5348308086395495	14.442583351731278	14.862425536513323	15.4833450317383	13.93274974823	[12.82030392]	14.407680034637425	14.6525044441223	14.942510843276974
34	23.31997179985047	0.09454584121705167	23.351671351194405	23.425889836549793	23.5290489196777	23.3026542663574	[22.77113914 22.30280495 23.67582703]	23.371120929718	23.3887805938721	23.46566677093505
