	Metabolite ID	50 biggest coefficients
396	7487	7.46216174663627
75	2115	7.397526900070515
394	7475	7.309179384833386
395	7479	7.236801811499092
577	9996	6.567543947845616
774	12513	6.540550359093132
1236	17442	6.275252159111415
676	11455	6.075314713560545
1168	16799	6.033069629955024
1169	16800	5.966254542492422
1733	23160	5.909398117355999
1120	16365	5.901899607460867
1840	23860	5.758762814048152
211	4994	5.542349050897427
1170	16804	5.457343772264725
1062	15803	5.436208485166634
980	14922	5.334223020193231
1588	21702	5.18113771140499
947	14535	5.174615452604806
815	12915	5.057926253707874
1639	22360	5.050977243268651
135	3110	4.985324836873894
134	3109	4.984895876617379
280	6243	4.981039885431439
453	8504	4.9631679675951625
1440	19975	4.944750968381093
904	14092	4.94450076173632
956	14659	4.89855841035883
1671	22606	4.879543917202867
1620	22073	4.863769033530629
535	9685	4.860576667715388
1407	19671	4.828331399266703
1211	17189	4.783331178535479
1647	22428	4.780754672016388
1402	19549	4.7581962020212085
926	14245	4.727283821904566
439	8309	4.718210304517191
182	4291	4.700348285850646
330	7025	4.6140148597373365
1162	16722	4.613138629353081
1056	15720	4.575770274589839
890	13976	4.5345093716866165
1092	16140	4.520556498481942
764	12432	4.517263654769389
901	14070	4.514165691742117
1565	21458	4.508653718206537
1484	20578	4.476237437011837
54	1191	4.387186834955121
1676	22664	4.3682876589632125
1287	18022	4.35891873530556
