	Metabolite ID	50 biggest coefficients
68	2115	280.86590303452255
1025	16365	274.14711303340323
1131	17442	260.0063277341089
420	8747	254.54596761257287
193	4994	224.8969324006817
259	6243	217.84311586982045
744	12915	216.12779108569677
521	9996	213.36747826609724
972	15803	210.086721963358
411	8504	210.04117301931907
164	4291	209.45905202963277
1484	22073	209.4068391298555
121	3109	206.90386830560604
614	11455	206.53952789326
1417	21236	204.61754276839133
122	3110	204.0939007749697
398	8309	198.48899665259765
1107	17189	198.091846961195
49	1191	192.87454471870947
826	14070	190.0965105103625
884	14782	184.47754916071557
482	9685	183.25436955813063
163	4290	182.02718127250557
257	6241	181.1059473738549
1413	21178	180.23780014498672
897	14922	179.5493570676511
207	5262	179.2275081230535
876	14659	179.09981394275502
304	7025	174.63422077109078
966	15720	174.6177307919732
615	11456	173.91354601961513
1061	16722	173.80711814779949
699	12432	169.6481531146345
908	15065	169.22978841944894
258	6242	168.01409901390784
1321	19975	167.68717332372276
522	9997	167.54075017435062
526	10124	167.11077042076798
1096	17037	164.79240462369236
192	4993	162.3743817290158
689	12355	162.11976146840675
591	11113	159.71382242644185
967	15757	159.1861988742621
1290	19671	158.19232603556495
307	7073	157.96072809095915
278	6674	153.99111543428083
1152	17654	153.87862817827556
1156	17704	152.9605931877127
1106	17172	152.11082166829445
1248	19009	151.19601942616322
