	mean	iqr	cilo	cihi	whishi	whislo	fliers	q1	med	q3
0	24.752204791803525	5.08925655515716	23.263499273402754	25.523450105210376	30.073203994864286	20.745228886437665	[]	22.16276737440001	24.393474689306565	27.25202392955717
1	24.36167663566716	4.804352255101556	22.80325250594975	24.93668786287062	30.71581474280356	17.230277746537322	[]	21.915194183971384	23.869970184410185	26.71954643907294
2	24.732658325757917	4.822846790107725	24.050479816953068	26.192127913655884	30.653619852584068	16.118973299501597	[13.83205758 35.42585407]	22.79045169397377	25.121303865304476	27.613298484081493
3	24.60467040363874	5.191479344292365	23.612408920004466	25.91775311621257	33.34499319309274	15.281541531542018	[13.27760897 14.19436079]	22.413047771295492	24.765081018108518	27.604527115587857
4	23.322740499719686	4.393150219221816	22.75584542409194	24.706681147263613	29.91147728822608	15.075944492063034	[11.63499177 11.23814512 13.42783229 36.14410757]	21.291199460204698	23.731263285677777	25.684349679426514
5	23.57700974924697	4.106535264048453	22.29806789262044	24.12162850216158	31.63749353034852	17.509526235317818	[14.39478946 13.80834471 14.35394926 12.35800613]	22.09255076095306	23.20984819739101	26.199086025001513
6	25.51843868759703	4.333194502041376	24.194057798527748	26.118269402548602	31.384695944617143	19.62217596095636	[]	23.893993044260856	25.156163600538175	28.227187546302233
7	24.61271588030822	4.297322647565192	23.428772732843584	25.337054971448623	31.351305708156936	18.337429910935214	[]	22.321074173289308	24.382913852146103	26.6183968208545
8	24.635359025308162	4.904642964581328	23.145640343098734	25.323611099218866	31.41914561088896	18.30217956922911	[]	22.220727849520074	24.2346257211588	27.1253708141014
9	25.289965745718586	4.094913200280498	23.770768925985834	25.589168606343108	31.40143020953488	20.4985146273753	[]	23.36923396745032	24.67996876616447	27.464147167730818
10	24.454676048700836	5.294070829898054	22.52697298511971	24.877874270210672	31.881887307331485	16.590686461883173	[]	21.83364124223069	23.70242362766519	27.127712072128745
11	24.72741743157354	6.022258354513397	23.360813819872615	26.035076284367815	30.45786071602072	15.55251987336345	[]	21.803265237295776	24.697945052120215	27.825523591809173
12	23.14995672148448	3.653078304043401	22.65700926147985	24.27920638642442	30.11621611703593	16.88157183417758	[13.88729612 13.09590071 14.35854012]	21.797899051096014	23.468107823952135	25.450977355139415
13	24.006167490925264	4.598292878416824	22.192302034900855	24.234234034760952	32.02897611496901	16.732612134121126	[]	21.73727427340501	23.213268034830904	26.335567151821834
14	25.84288814879616	4.394198144703928	24.954417666764474	26.905718734930897	34.42944391034841	17.864267890235798	[]	24.005389839139962	25.930068200847685	28.39958798384389
15	25.59054613688751	4.192230401534136	24.780987281395966	26.642601935794872	33.295068401550154	17.87505033276994	[]	23.62409666988423	25.71179460859542	27.816327071418367
16	24.78596420961091	5.903209506882003	23.283703027694017	25.905100296788987	31.77559365588688	18.16014441302741	[]	21.830423841159163	24.594401662241502	27.733633348041167
17	23.335041944570552	4.748462689539366	22.40920325991237	24.517820125406697	30.898608187425328	15.446855215962792	[14.38730994 10.39515875 13.33556678 11.72063727]	21.824800425120145	23.463511692659534	26.57326311465951
18	24.78735581308922	4.6825038354089905	22.947067577199185	25.026394552187604	31.528852221199728	17.48043140871499	[]	22.606050192490475	23.986731064693394	27.288554027899465
19	23.087203757875354	5.296594239095143	22.412779858253465	24.76480169615055	33.48655175618886	13.236800116359104	[10.32127622 11.60910522 33.9225002 ]	20.37076836175187	23.588790777202007	25.667362600847014
20	26.262852166429287	4.634768404944918	25.771711035862825	27.829840469596494	34.60803772770206	19.15405340952332	[]	23.772676494273078	26.80077575272966	28.407444899217996
21	24.786269657299144	3.9699483529542086	23.744865375944762	25.507772783982695	31.230586231066475	17.975096005047174	[16.09796879]	23.17016327924405	24.62631907996373	27.14011163219826
22	25.33565816895687	4.945124966707368	24.14660742222554	26.342554740027413	32.21485097215108	19.270786212248144	[]	22.922230741967063	25.244581081126476	27.86735570867443
23	23.014613868888063	5.084607170802233	22.691724890110155	24.949611102080592	31.473854520877204	14.021416502387918	[13.16001296  8.60734296]	21.07044998096306	23.820667996095374	26.15505715176529
24	24.040697273425454	3.490424319345493	23.95545470561612	25.505423204624677	30.90235933195389	20.286701080281063	[13.69284172 16.90068628 13.49560551 14.94257659 14.6118842  32.12738267]	22.48789361452974	24.7304389551204	25.978317933875232
25	25.212654921221613	4.4622015876594645	24.37866174546218	26.360160630501763	31.446340209042464	19.17609864063633	[]	23.178657670702464	25.36941118798197	27.640859258361928
26	22.497575003424373	7.1274926563690215	20.87344483076687	24.03850101979731	34.55305324385648	11.175749365359524	[]	19.092627668905976	22.45597292528209	26.220120325274998
27	26.20364455303343	6.83586366232592	24.64612692572259	27.68168145168614	36.96318564142441	15.81156248267458	[]	22.889972445443888	26.163904188704365	29.72583610776981
28	25.656567469413343	5.579286230975047	23.657303507760428	26.13485841620923	31.442953949011574	20.26331551643392	[]	22.947688948133777	24.89608096198483	28.526975179108824
29	22.243582752038396	3.920874792846746	21.22458772092191	22.965703373762857	29.07211614192429	15.463587357342902	[12.63642233 13.88849219 13.02054423 10.52579846 13.07726708 32.85624171]	20.67106239963534	22.095145547342383	24.591937192482085
30	24.09828262053695	5.939506490799971	21.79938208699933	24.436897505790327	32.12913917862509	15.756562964929277	[]	21.252678245329292	23.11813979639483	27.192184736129263
31	23.797879871559044	3.931083962843676	23.214967860473205	24.96061702856861	30.397959767392187	19.44632691458238	[15.73508737 14.30045214 14.73228054 11.58094225 33.3165941 ]	21.915663996817536	24.087792444520908	25.84674795966121
