	Metabolite ID	Feature Importance	Metabolite name
0	957	0.01216864288209713	Unknown
1	960	0.010520609642094017	Unknown
2	10496	0.010151898258620378	w/o MS2:Serotonin
3	11896	0.012655860626710353	w/o MS2:Homoarginine
4	12769	0.013914174243883765	Unknown
5	13457	0.015320967563238535	Unknown
6	14838	0.037925275820592484	Cystathionine
7	18479	0.013267580585264761	w/o MS2:Prenyletin
8	25842	0.013130096691519105	Unknown
9	28035	0.01144698902288188	Unknown
10	35501	0.019746404805657647	Unknown
11	37060	0.01027059659090909	Unknown
12	40300	0.016877286766527923	Unknown
