	Metabolite ID	50 biggest coefficients
955	16365	212.866610440177
1057	17442	207.5552791558851
386	8747	176.31339791145524
904	15803	163.62063857007337
568	11455	149.12130520953403
1035	17189	141.6008215554794
63	2115	139.19749789094027
1329	21236	136.61620397808548
113	3110	132.72490610694553
834	14922	127.22864043327804
112	3109	127.07587477369958
176	4994	126.51577905754236
1386	22073	124.2915943227039
189	5262	123.08845534191704
646	12432	121.8580514936786
44	1191	121.67851033465443
990	16722	121.37854993079888
813	14659	121.21437813508172
764	14070	119.40072127797852
898	15720	119.10791842304626
637	12355	115.47799559935744
443	9685	114.30587023710676
482	9996	112.51252578378444
276	7073	110.57591165701024
820	14782	109.07886228737452
153	4291	107.04885493739891
232	6243	105.56710565991534
1104	18022	105.08686210364635
691	12915	104.54403461547275
549	11113	104.44626769651364
365	8309	103.84229528496074
54	1549	103.27213272458306
675	12760	102.74133681935558
288	7157	102.69780478063014
1209	19671	102.24342665255898
273	7025	102.08792510375696
569	11456	101.75429825516102
557	11241	101.11298021032007
0	17	100.26186561107242
161	4738	100.19275018602228
699	13094	99.96120164745304
230	6241	99.46991698254364
523	10658	99.02385376054704
530	10784	98.82587925039545
149	4220	98.56084470445462
231	6242	98.2407544737712
397	8875	98.1504217883841
956	16367	98.12504059137176
76	2413	97.75854060657392
27	723	97.56013360334684
