	Metabolite ID	50 biggest coefficients
1120	16365	8.669293665809667
1236	17442	8.488768230215435
572	9955	8.366292261643245
1961	24766	8.167532328639133
394	7475	8.125894057020743
573	9956	8.079042004749974
1952	24642	8.077104118122824
396	7487	7.941391393620911
904	14092	7.906112702963701
947	14535	7.657293310978745
395	7479	7.644739333070579
1261	17679	7.359571282889773
1243	17546	7.350447624583145
574	9957	7.313474041408648
75	2115	7.099380705408616
926	14245	6.930439915448623
1433	19930	6.7141148070294845
463	8747	6.449041297532044
996	15123	6.436171961504426
1062	15803	6.285466596894066
932	14295	6.273356481439848
1658	22498	6.165234246580522
826	13098	5.942257652143239
1121	16367	5.844223324226146
980	14922	5.633612463423577
950	14546	5.618733687814299
1910	24336	5.604688339264681
1931	24535	5.459275921408032
1683	22705	5.431444387016107
1877	24101	5.407114593894725
956	14659	5.407100103370008
1290	18042	5.392196588596207
657	11147	5.260491361135203
1007	15229	5.215617687979779
1484	20578	5.106849960852417
1468	20398	5.075805552473138
1056	15720	5.061821738108939
182	4291	5.026925260510874
228	5262	5.007107956277846
1291	18044	5.004438919874701
1531	21053	4.978911557855949
1185	16924	4.873751568704178
1863	23985	4.871643634816097
1162	16722	4.850558520646064
1705	22863	4.820841226895156
1627	22165	4.755478131482892
854	13530	4.706811855230058
333	7073	4.653307223453649
676	11455	4.62122088882862
1623	22131	4.611784839434487
