	Metabolite ID	50 biggest coefficients
989	16365	246.05991166665396
1093	17442	218.22602615446996
415	8747	193.1340637204148
937	15803	169.07505040304315
64	2115	163.36707962173503
596	11455	152.78392546227087
864	14922	151.9028677013059
187	4994	139.620619238705
1026	16722	138.24541991427503
511	9996	136.34151026881486
844	14659	136.27756231379502
201	5262	135.72567373272673
931	15720	135.42526699496315
160	4291	128.9772067084442
673	12432	128.35740243902376
795	14070	125.07285189734309
115	3110	122.2949999769076
585	11241	121.26059468954342
114	3109	121.12839273068236
1070	17189	120.52434863308068
300	7073	120.50223459591652
577	11113	117.09673598983258
250	6243	116.8426137195936
392	8309	114.83138376632463
1652	23893	112.4407626306546
1368	21178	111.7592682203563
170	4738	111.63946570671602
0	17	111.01348454065092
54	1549	110.35986631544064
310	7157	110.07379637527528
551	10658	109.71881304900911
78	2413	108.8463455365559
156	4220	108.38681655120754
726	13094	108.12794536085148
429	8875	108.0777528928883
512	9997	107.83260863133104
702	12760	107.34598500731492
28	723	107.09851199718643
398	8402	107.0948495888464
1048	16924	107.0473432268283
155	4206	107.00327729881027
217	5642	106.8368204967078
266	6605	106.07527376279626
159	4290	105.51859521740288
1728	24535	104.49398232806548
50	1352	104.10182131195172
126	3488	103.67848074210931
558	10784	103.62750095095942
47	1191	103.62256495081712
1506	22768	103.1526576165181
