	Metabolite ID	Feature Importance	Metabolite name
0	2318	0.029336945370987143	Unknown
1	9390	0.016967769446568744	Unknown
2	13157	0.011095383968947185	Unknown
3	15602	0.011922544648361339	Unknown
4	17475	0.019645488375379657	w/o MS2:Perfluoro-2-(perfluoromethoxy)propanoic acid
5	18741	0.010115253411306044	Unknown
6	21363	0.01752334309430689	Unknown
7	22187	0.011555596820549484	Unknown
8	22543	0.019609606746334437	Unknown
9	22666	0.012466609262571033	Unknown
10	23139	0.01029400988295965	Unknown
11	23328	0.017058224426645476	Unknown
12	24346	0.012019434776198809	5-(1,2,4a,5-tetramethyl-7-oxo-3,4,8,8a-tetrahydro-2H-naphthalen-1-yl)-3-methylpentanoic acid
13	24709	0.01136618067025928	Unknown
14	27877	0.012723311546840957	Unknown
15	35157	0.012230496240601504	w/o MS2:PC(18:0/9-HODE)
