	Metabolite ID	Feature Importance	Metabolite name
0	423	0.013333333333333334	Unknown
1	2099	0.013333333333333334	Unknown
2	2318	0.013333333333333334	Unknown
3	2822	0.013333333333333334	Unknown
4	5637	0.013333333333333334	Threonine;LC-ESI-ITFT;MS2;CE 90.0 eV;[M-H]-
5	6723	0.013333333333333334	Methylsuccinic acid;LC-ESI-QTOF;MS2;CE
6	8185	0.013333333333333334	Unknown
7	9542	0.02666666666666667	w/o MS2:Unknown (carbon number 7);PlaSMA ID-110
8	9612	0.013333333333333334	L-Histidine;LC-ESI-QTOF;MS2;CE
9	10676	0.013333333333333334	Unknown
10	10852	0.02666666666666667	Unknown
11	13648	0.013333333333333334	5 - Citric acid
12	13989	0.013333333333333334	Unknown
13	14289	0.013333333333333334	Unknown
14	14861	0.02666666666666667	Unknown
15	15092	0.02666666666666667	TRYPTOPHAN
16	15672	0.013333333333333334	w/o MS2:167 - Galactaric acid
17	15781	0.013333333333333334	Unknown
18	17624	0.013333333333333334	Unknown
19	18738	0.013333333333333334	Unknown
20	18842	0.02666666666666667	Unknown
21	18857	0.02666666666666667	Unknown
22	18981	0.02666666666666667	Unknown
23	20281	0.013333333333333334	Unknown
24	20627	0.013333333333333334	Unknown
25	21067	0.013333333333333334	Unknown
26	21068	0.013333333333333334	Unknown
27	21228	0.013333333333333334	Glu-Gln
28	21363	0.013333333333333334	Unknown
29	21421	0.013333333333333334	Unknown
30	21671	0.013333333333333334	Unknown
31	21948	0.013333333333333334	Unknown
32	22691	0.013333333333333334	Unknown
33	22833	0.013333333333333334	Unknown
34	23328	0.013333333333333334	Unknown
35	23367	0.013333333333333334	Unknown
36	23901	0.013333333333333334	Unknown
37	24451	0.013333333333333334	Unknown
38	24709	0.02666666666666667	Unknown
39	24742	0.013333333333333334	Unknown
40	26647	0.013333333333333334	Unknown
41	26726	0.02666666666666667	Unknown
42	27114	0.013333333333333334	Unknown
43	28023	0.013333333333333334	Unknown
44	28224	0.013333333333333334	Unknown
45	28970	0.013333333333333334	Unknown
46	29157	0.013333333333333334	w/o MS2:8-[2-(3,4-dihydroxy-2,5-dimethoxyoxolan-3-yl)ethyl]-4a,7,8-trimethylspiro[2,3,5,6,7,8a-hexahydro-1H-naphthalene-4,2'-oxirane]-2,3-diol
47	29259	0.013333333333333334	Unknown
48	30278	0.02666666666666667	Unknown
49	30334	0.013333333333333334	Unknown
50	30370	0.013333333333333334	Unknown
51	30442	0.013333333333333334	Unknown
52	30589	0.013333333333333334	Unknown
53	31135	0.013333333333333334	Unknown
54	31178	0.02666666666666667	Unknown
55	31397	0.013333333333333334	Unknown
56	31411	0.013333333333333334	Unknown
57	31576	0.013333333333333334	Unknown
58	32455	0.013333333333333334	Unknown
59	32529	0.013333333333333334	Unknown
60	33752	0.013333333333333334	Unknown
61	35112	0.013333333333333334	Unknown
62	35363	0.013333333333333334	Unknown
63	35434	0.013333333333333334	Unknown
