	Metabolite ID	Feature Importance	Metabolite name
0	2822	0.012565597637928864	Unknown
1	17446	0.010401968911101905	Unknown
2	17575	0.0114138030139896	Unknown (carbon number 12);PlaSMA ID-342
3	18741	0.014000627943485083	Unknown
4	21228	0.01763423407895212	Glu-Gln
5	26647	0.010278667559721717	Unknown
6	27376	0.014287409214737937	Unknown
7	27877	0.019783573667368614	Unknown
8	28766	0.014267073862007928	Unknown
9	29295	0.014622752650235622	Unknown
10	29902	0.01054945054945055	Unknown
11	30823	0.011802607571382755	Unknown
