	Metabolite ID	Feature Importance	Metabolite name
0	2099	0.013333333333333334	Unknown
1	4074	0.013333333333333334	Unknown (carbon number 5);PlaSMA ID-18
2	4084	0.013333333333333334	w/o MS2:2-Furoic acid
3	6428	0.013333333333333334	Itaconic acid (Not validated);PlaSMA ID-45
4	7269	0.013333333333333334	Unknown
5	8185	0.013333333333333334	Unknown
6	11161	0.013333333333333334	Unknown
7	11247	0.013333333333333334	w/o MS2:Aconitic Acid
8	11255	0.013333333333333334	w/o MS2:trans-Aconitic acid
9	11263	0.013333333333333334	w/o MS2:cis-Aconitate
10	11300	0.013333333333333334	Aconitic Acid
11	11306	0.02666666666666667	Aconitic Acid
12	11426	0.013333333333333334	Unknown
13	12728	0.013333333333333334	Unknown
14	13126	0.013333333333333334	Unknown
15	13468	0.013333333333333334	Citric acid
16	13508	0.013333333333333334	w/o MS2:Citric acid
17	13537	0.013333333333333334	Citric acid
18	13539	0.013333333333333334	5 - Citric acid
19	13571	0.013333333333333334	Citric acid
20	13626	0.013333333333333334	5 - Citric acid
21	14052	0.013333333333333334	Unknown
22	15014	0.013333333333333334	Unknown
23	15596	0.013333333333333334	Unknown
24	15871	0.013333333333333334	Unknown
25	16279	0.013333333333333334	Unknown
26	16397	0.013333333333333334	Unknown
27	16407	0.02666666666666667	Unknown
28	17738	0.013333333333333334	w/o MS2:8-Methylsulfinyloctyl isothiocyanate
29	18120	0.013333333333333334	Unknown
30	20182	0.013333333333333334	374 - Glucose 1-phosphate
31	21227	0.02666666666666667	w/o MS2:gamma-Glutamylglutamine
32	21660	0.013333333333333334	Unknown
33	21672	0.013333333333333334	Unknown
34	21681	0.013333333333333334	Unknown
35	21950	0.013333333333333334	Unknown
36	21955	0.013333333333333334	Unknown
37	21990	0.013333333333333334	Unknown
38	22548	0.013333333333333334	Unknown
39	22600	0.013333333333333334	Unknown
40	23137	0.013333333333333334	Unknown
41	23242	0.013333333333333334	Unknown
42	23256	0.013333333333333334	Unknown
43	23901	0.013333333333333334	Unknown
44	24688	0.013333333333333334	Docosahexanoic acid
45	25876	0.02666666666666667	Unknown
46	25881	0.013333333333333334	Unknown
47	26417	0.013333333333333334	Unknown
48	26916	0.02666666666666667	Unknown
49	26919	0.013333333333333334	Unknown
50	28242	0.013333333333333334	Unknown
51	28548	0.013333333333333334	Unknown
52	28701	0.013333333333333334	Unknown
53	28964	0.013333333333333334	Unknown
54	28970	0.02666666666666667	Unknown
55	29528	0.013333333333333334	Unknown
56	29805	0.02666666666666667	Unknown
57	29869	0.013333333333333334	Unknown
58	30132	0.013333333333333334	Unknown
59	30430	0.013333333333333334	Unknown
60	30965	0.013333333333333334	w/o MS2:FT-sulfonic_acid;C9H5F15O4S
61	31576	0.013333333333333334	Unknown
62	32544	0.013333333333333334	w/o MS2:PFCA-ether;C9HF17O9
63	33122	0.013333333333333334	Unknown
64	34011	0.013333333333333334	Unknown
65	34068	0.013333333333333334	Unknown
66	35108	0.013333333333333334	Unknown
67	35112	0.013333333333333334	Unknown
