	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122
0	0.0	53.279137	50.351025	56.617256	55.00411	70.77037	100.50985	56.507336	117.22466	97.70797	90.8044	139.24072	161.03088	64.12679	166.25641	62.049694	135.79294	117.31531	162.81512	100.50291	85.86061	190.48868	161.43338	118.26826	160.20467	130.36694	127.763145	92.118965	98.139595	146.54582	187.23685	123.60717	167.65611	175.35927	162.06517	150.242	192.59735	147.87161	89.164024	127.56955	168.60114	151.17047	109.69577	187.73978	136.47281	167.152	183.86143	171.95256	158.6098	151.16924	122.46414	185.18404	182.71898	157.28998	100.72832	124.30871	217.97125	92.590454	144.15628	209.53299	214.17674	163.96342	177.34335	176.40414	197.28671	192.95271	182.93265	168.44472	104.930756	220.17342	167.5071	222.67638	138.18242	172.48878	205.5655	68.07231	230.34404	197.74681	96.97651	210.91049	173.53691	188.5487	155.31601	169.93954	237.73367	190.36945	128.67822	124.60224	152.95001	131.15659	164.57697	142.2471	188.62303	182.46498	198.0146	108.29367	237.41878	202.24751	198.23921	114.751465	124.61152	127.92566	213.6715	225.95775	218.51796	225.21829	191.23854	203.5365	56.52542	185.05247	200.53806	171.1953	229.29364	162.6169	203.74487	135.78062	170.48724	159.51184	186.95982	111.898125	145.08414	111.47441	113.791954
1	53.279137	0.0	61.39618	87.36892	105.86858	107.09727	64.85294	50.13358	135.2224	78.017914	124.00617	147.53893	151.35217	79.01295	171.10466	64.294975	130.34267	123.55675	196.38803	106.4865	93.124374	167.03	128.28629	98.699036	177.22145	117.24825	116.6877	93.70554	108.041695	136.94186	171.94588	137.62303	183.7585	175.64896	169.6954	158.1169	195.76178	120.41167	72.01688	85.88011	141.18219	140.54811	80.12096	187.27751	142.6074	172.42264	193.03947	148.48083	196.85402	186.64647	172.79085	213.04689	210.76086	208.95535	133.91942	172.24384	202.84535	128.43004	184.6298	249.46573	247.86342	196.03227	217.94418	223.15086	219.04271	229.07405	184.15253	155.40858	104.242226	262.1176	191.42725	268.67114	185.20525	167.48592	246.47368	113.15458	282.04254	220.84404	130.7275	262.52127	221.38759	217.85075	180.02165	120.41206	284.61414	243.31818	97.80201	112.47799	196.14082	80.3746	150.52216	111.11488	231.12442	206.9989	230.4371	134.0525	287.00204	219.12964	188.15593	167.31726	140.646	126.629906	256.80875	176.0418	256.81552	269.69333	241.87607	245.20659	102.41627	234.83917	231.19249	218.35919	278.76404	207.72029	250.29608	176.96034	204.03117	196.42552	239.24019	132.77135	100.4942	161.95726	148.7326
2	50.351025	61.39618	0.0	57.903316	73.27625	51.227707	124.43204	53.36608	157.0732	129.3538	123.77542	164.71277	193.42969	107.442566	196.80305	104.52679	168.98854	162.45879	158.00323	136.77916	108.436295	196.94046	175.6695	135.46373	139.3196	84.6701	138.60585	68.52863	104.06178	119.575455	166.68251	89.28469	165.31319	141.4314	158.80577	161.22711	172.82217	133.24944	89.71896	124.041664	135.1281	144.09433	82.71394	181.4938	123.443756	121.10962	232.72131	135.04495	138.2366	195.2807	127.94802	200.27766	184.99597	176.86758	129.82205	164.97911	178.54907	88.79139	129.96518	206.57103	187.76732	192.59254	188.09654	179.25023	161.4155	227.20987	148.96925	208.39369	60.586605	212.96007	214.60973	241.37872	148.77106	125.21352	238.94212	114.2021	254.7404	236.38004	141.91583	233.94029	211.55452	166.88367	118.76188	150.20676	246.8766	215.83926	113.68913	105.64481	190.47339	117.84086	163.68506	101.31007	232.72868	228.96024	243.1076	78.59201	273.14716	162.70068	148.01657	140.9934	104.754326	171.6876	201.59702	226.27078	224.60739	263.03195	196.04793	227.46208	87.19079	206.84901	180.25989	166.70105	231.03804	189.69968	241.22145	129.38788	219.51633	174.18063	203.37517	161.77449	157.89223	143.53256	121.86455
3	56.617256	87.36892	57.903316	0.0	48.994106	63.484535	143.77956	49.149628	117.50613	121.73565	74.32998	119.4714	216.35864	85.97366	222.03305	111.94523	140.72906	141.26105	184.30925	156.30713	70.342575	242.55847	211.95802	115.41387	182.69612	137.43417	181.1795	123.01306	145.96631	176.41623	223.4478	134.30786	206.62888	193.83426	113.5679	200.69504	224.20409	187.95096	136.99512	169.15378	191.94344	196.24664	138.05806	231.23029	173.20653	160.60486	219.97101	145.51978	128.51369	153.99747	107.76816	142.6195	130.73203	138.12569	146.43962	142.26823	233.51434	115.17241	137.69316	162.15744	196.10692	207.19928	134.47586	140.08675	188.09024	174.43425	135.2244	198.32138	77.919754	222.22267	210.38345	190.4914	152.54059	142.18399	238.28333	91.01829	237.33907	245.95023	140.86006	193.62035	174.03427	137.4993	130.38046	193.46222	248.3357	189.63455	113.37409	89.81111	184.23923	144.48479	134.55255	137.21643	198.71202	191.23578	235.55054	66.90885	243.27376	162.15254	185.39032	124.24208	69.88346	175.29459	179.58943	261.25912	242.15025	218.34264	169.39302	233.62502	94.744255	199.26653	205.92337	157.02718	220.2617	138.57434	224.49403	92.56766	195.03851	192.55342	187.4255	150.9632	167.29073	104.99152	65.431694
4	55.00411	105.86858	73.27625	48.994106	0.0	50.80258	154.31577	87.593025	125.624146	140.5616	79.93224	145.71152	203.1947	93.21028	197.32896	108.10268	161.75706	144.0054	147.41875	138.10397	102.02599	235.35367	213.45041	150.2892	160.75787	151.34169	168.82597	117.151825	125.392105	172.49394	217.77374	125.06464	177.34447	186.97318	154.47296	174.80658	207.01709	189.93597	133.94022	179.20322	202.5403	185.00937	149.9777	211.45097	155.22513	165.59816	207.2796	189.57845	115.1423	138.46889	69.9918	158.69908	150.72604	105.81256	109.123985	101.55228	238.24629	82.81879	107.771034	160.76111	178.13985	165.29376	132.99529	122.53583	177.36873	167.615	174.77873	205.99634	111.66042	184.39923	180.65784	175.38869	106.250755	173.20535	191.74376	63.421516	190.61919	209.90836	108.284805	161.87408	140.85478	149.79407	129.55392	218.06284	202.10156	146.16074	158.98106	138.66664	139.4058	177.84581	180.19505	171.22426	167.68008	182.35075	198.34473	83.72926	202.74763	177.60387	205.77655	76.08898	108.44166	166.0845	162.51788	280.5271	198.02501	193.2147	137.02286	185.77274	57.487156	150.5327	177.8933	122.932594	181.2411	122.364944	179.54005	87.175026	167.43323	148.7515	141.84567	132.878	194.84256	71.55787	80.56137
5	70.77037	107.09727	51.227707	63.484535	50.80258	0.0	165.337	91.944305	169.43376	165.13107	124.7756	181.37852	217.35873	128.46986	208.38086	130.72311	196.13692	183.13866	125.61381	154.16705	130.98566	225.53279	213.22151	171.41719	123.15719	108.57203	161.66667	84.83112	112.6792	135.73647	184.92184	78.17604	156.03134	142.12569	169.20107	166.01398	171.49286	165.6377	121.18559	167.21341	165.94862	162.53406	122.568214	187.46147	125.89389	114.92426	247.0784	167.31691	92.38529	189.19333	80.71858	192.39745	172.28421	138.75638	121.1561	144.29955	192.67268	60.660614	81.31221	172.78194	144.33926	177.9538	162.25043	138.0183	131.30724	215.42384	156.04135	238.59888	81.77751	166.55687	215.67877	209.75252	107.90571	135.84491	214.88852	109.29757	213.91972	232.73215	140.04146	195.87512	187.03105	139.19664	86.78847	198.50536	202.64574	176.19542	156.01991	135.66728	169.46495	168.89223	193.14326	141.76073	215.60423	231.82224	233.75023	58.030815	241.52383	142.86594	159.01643	106.3957	104.89986	194.40712	154.6605	274.5034	189.50684	240.54993	147.70103	197.84813	75.86771	167.66913	143.05061	115.51165	180.4741	165.97429	213.9783	92.82666	213.73746	147.78368	158.36086	171.5219	204.90685	118.58929	108.53502
6	100.50985	64.85294	124.43204	143.77956	154.31577	165.337	0.0	107.447784	142.49925	63.128773	154.19472	165.03206	105.25424	92.38342	143.87056	58.015472	122.99782	106.08634	232.81969	87.285614	124.09724	141.11998	83.59508	109.530525	216.5643	169.1194	107.44189	136.77942	127.63116	168.87518	188.34172	189.47902	203.77739	216.59596	213.54492	159.67401	222.40234	129.58609	88.55137	78.25032	170.12215	149.24501	115.84445	196.96371	170.34508	229.69456	155.80753	198.41072	256.61154	194.1389	221.37614	249.10156	257.86038	248.57213	147.05711	188.98584	239.03705	172.04173	237.38858	302.8358	305.88077	199.12503	262.77466	273.99484	275.99945	247.74348	243.52907	110.1702	168.11668	306.52054	169.36157	306.39737	221.84125	228.71645	251.24307	134.92653	307.48874	201.59259	131.83679	296.60883	239.71588	279.3558	242.65785	126.14716	317.2308	273.00372	135.66301	162.64668	204.53033	97.71178	179.67247	159.50098	236.83516	198.96373	216.86331	197.5507	302.29703	283.97208	243.65927	200.12627	199.73732	84.414	313.9604	138.68875	283.90787	284.78992	289.52216	259.41602	134.52402	261.64343	278.53607	269.01895	323.56537	240.08182	259.5562	233.3236	195.46399	217.86476	274.7787	116.46278	72.21239	194.1366	197.37885
7	56.507336	50.13358	53.36608	49.149628	87.593025	91.944305	107.447784	0.0	120.154175	90.40928	96.714264	117.89432	195.97748	77.53603	212.44139	94.80021	122.2719	130.22652	206.29195	144.85211	61.747368	216.04958	178.00035	83.37054	191.97923	123.4746	162.45792	115.674034	141.17398	163.75067	206.37988	142.3213	211.24768	191.41663	121.45646	195.80623	221.87723	161.10364	115.093925	132.22426	166.78993	180.36	109.90241	223.46544	170.35445	166.28741	212.67247	121.897514	169.52756	174.43866	152.95782	170.51111	163.4731	184.50494	156.68842	170.64204	219.96185	134.9761	173.02498	207.41536	230.27446	220.21227	177.64899	189.05617	209.64685	202.48282	141.08244	174.0283	74.64811	257.49652	214.40665	234.61987	185.42986	140.4537	261.07782	110.64381	276.69083	250.71805	149.50497	238.90965	208.51025	174.973	157.48973	149.8464	284.5426	231.37291	73.74223	69.905716	207.07872	96.26003	114.286804	106.26973	225.31807	200.66954	248.50807	98.87841	279.42157	185.48634	178.62474	160.80086	92.490845	158.70258	225.63863	215.17422	268.10712	251.9231	217.49818	258.73895	111.83906	234.73213	231.26024	200.48567	264.25595	178.48692	253.92896	140.08867	209.58722	212.84262	229.36342	150.12383	121.727234	143.72177	106.352036
8	117.22466	135.2224	157.0732	117.50613	125.624146	169.43376	142.49925	120.154175	0.0	87.52086	54.18934	56.770496	200.53366	59.40918	221.4463	109.82148	57.865772	56.089943	261.61057	158.18484	66.00235	271.0279	221.36414	93.08499	273.88077	238.91446	217.40367	208.80695	203.54584	261.64548	298.11765	238.09227	272.47192	292.45435	142.23056	243.42442	307.27643	249.83904	191.15057	210.37672	275.47308	256.68115	214.24371	293.86096	249.87991	274.7836	135.5856	226.5211	229.28113	75.433	179.41476	128.19154	158.99904	165.48872	177.48254	131.81638	331.57373	197.64285	232.37923	215.66203	300.42615	224.93507	157.65018	196.62544	300.11725	110.17576	225.5195	117.29746	187.12904	302.1167	165.00726	190.44818	213.12184	250.87521	239.0476	89.22996	253.50676	228.10625	133.4434	199.55722	142.77974	227.31432	245.20346	244.78761	299.81177	204.45532	159.86528	154.84117	182.46149	186.3777	140.8699	224.14796	142.75194	84.95674	196.09775	181.45917	219.72673	273.49857	296.36017	159.39018	160.96184	130.907	261.3982	271.53247	299.94473	166.14879	226.71274	258.43594	143.83862	230.35243	302.11215	236.33014	283.47565	125.091965	209.3128	175.29402	127.07047	240.4054	227.39954	99.399055	154.85028	113.99297	116.60622
9	97.70797	78.017914	129.3538	121.73565	140.5616	165.13107	63.128773	90.40928	87.52086	0.0	109.89789	104.23191	149.74199	54.4392	185.44435	67.46933	60.71533	62.788242	255.04443	120.60043	74.70795	203.31569	145.61406	57.014397	248.02017	194.04095	161.7621	168.37453	165.9986	211.49446	240.33922	211.96745	243.32037	252.5539	166.74696	205.32986	266.41122	183.61418	134.68924	134.36299	213.14772	201.99231	154.03532	247.72247	210.90999	247.55196	141.70302	190.10307	247.7106	152.27383	209.43892	195.83765	211.86086	222.25351	167.43767	173.6896	279.02335	187.71078	241.20508	268.462	309.2787	221.94524	221.43402	246.80092	289.9106	197.05359	221.72449	84.60732	163.9073	316.02902	173.13824	265.52466	227.91243	227.2448	259.9552	115.630424	299.3138	223.40831	136.40736	267.0398	210.207	254.6101	243.33974	165.65622	324.22263	256.6811	115.64084	135.30922	206.30994	112.583336	133.33095	171.83842	208.05522	153.98412	218.17937	185.05742	281.5249	275.3188	259.58374	191.2804	171.55313	95.92532	297.41342	184.1049	304.5169	246.08951	272.0609	273.23865	140.7403	261.56863	297.17084	263.25027	318.46942	199.40549	251.86351	209.41013	173.54308	239.2633	266.97375	105.30021	71.44554	167.09593	159.56308
