	Metabolite ID	50 biggest coefficients
75	2115	1107.7836228338897
1236	17442	1103.188304617894
1120	16365	1047.1954574785534
1062	15803	907.6865944436154
463	8747	898.0078185374532
280	6243	889.7113525509538
577	9996	872.3963835825574
182	4291	859.3666545857423
453	8504	813.4939896436589
439	8309	797.9841887225812
980	14922	785.7948099018878
54	1191	767.6154749488236
676	11455	732.6720838492953
1056	15720	725.2569006776544
956	14659	725.0620399833073
1162	16722	722.7819218132962
1547	21236	722.7618712021105
181	4290	719.8613149817843
279	6242	708.3707219906536
135	3110	702.8179055673266
578	9997	696.0901410596109
228	5262	690.1646361911969
134	3109	676.8949094764968
1263	17704	658.1320238722627
1211	17189	654.4307061666038
333	7073	651.2662567788739
901	14070	643.166813126385
754	12355	639.6941109722782
764	12432	636.2656896133689
64	1549	625.7453517109722
211	4994	625.432598105534
0	17	622.8778630893783
278	6241	622.1082303994236
187	4504	619.8376076943209
193	4738	618.7111323671862
1620	22073	612.5735922838577
825	13094	610.553336170966
653	11113	609.1901264125221
799	12760	608.6752842850386
478	8875	607.8412775412671
1407	19671	604.0187150713011
32	723	603.4320175680673
89	2413	602.9110593379472
345	7157	597.9480198233164
178	4220	597.4127666608897
535	9685	594.4135060596856
632	10784	592.4739371933174
298	6605	591.8440169199566
60	1352	588.3295324578891
623	10658	587.1233858265123
