	Metabolite ID	50 biggest coefficients
1170	16804	194.8572577358218
1169	16800	183.38428931139285
1168	16799	178.22341431179072
1295	18061	170.2210208616108
1547	21236	168.00260957073175
1236	17442	161.7626559278556
1120	16365	159.23677690396573
966	14782	156.2800393575079
1701	22822	154.1725152450612
135	3110	153.34899666677376
211	4994	153.01672342035926
134	3109	151.92283322581468
1240	17487	151.13729982690745
226	5209	149.29780894167484
75	2115	148.8567291253634
577	9996	148.05985278639744
535	9685	148.04432892792678
1234	17426	146.36539360591436
280	6243	143.85487690338792
227	5218	143.3849410285997
1211	17189	142.09581122647194
279	6242	141.79405154277654
1620	22073	141.46825170991906
439	8309	141.0085352945443
1333	18691	139.19504568245716
1818	23672	138.05729812276448
815	12915	137.07768790113022
712	11880	136.245297813386
453	8504	134.38186850713774
463	8747	129.56376622950677
394	7475	129.48284635048563
396	7487	129.48284635048563
182	4291	129.37913335594993
1300	18147	129.01123566986013
1046	15661	127.94564145003372
1287	18022	127.39740886052348
1706	22865	126.67106888501706
368	7319	126.35028309085769
571	9951	124.75718438390716
1860	23953	124.45233671786086
1235	17430	123.5691398249672
980	14922	123.1856736042006
1062	15803	123.15411587603496
1643	22400	123.07535374655212
1030	15457	122.35978664924052
1702	22832	121.09392381856055
901	14070	119.89695068953814
1208	17144	119.70694924843642
578	9997	118.5256476005858
1927	24505	117.9516545436478
