	Metabolite ID	50 biggest coefficients
44	21877	8.912903478902555
38	20684	7.458903244200266
23	17465	6.714477585794552
13	15520	6.692775492225641
27	19264	5.563776290224958
25	18215	4.526552869605673
31	19894	3.802008603020997
8	14426	3.7485166896828974
65	24683	3.5117172548635924
40	21116	3.389135664103188
34	20040	3.3799754551194265
29	19487	3.3634704838665
46	22248	3.340337536887375
36	20398	3.124167283912375
16	16365	2.761754704724696
12	15429	2.686355293464366
22	17442	2.6496950823623364
66	24734	2.6421438107754494
17	16367	2.5759231737576758
48	23167	2.4740954726429973
55	23718	2.3991058141659702
67	24888	2.3842663644806
24	17989	2.380075095334755
43	21875	2.3625386726888657
47	22390	2.3360136323171474
30	19893	2.3297416031358185
60	24081	2.2776922728837024
49	23249	2.157387709502993
52	23562	2.1072915955243263
39	21115	2.0965841133860152
58	23926	2.0867962897474555
26	18487	1.9639334612952124
41	21238	1.9532577358458096
54	23715	1.9512712158953585
56	23819	1.947798440045113
33	20000	1.8946095202994209
5	11453	1.828136892586956
21	16649	1.8070478606750344
9	14546	1.7725855883451016
45	22190	1.7576730636344338
63	24582	1.66916856980564
42	21702	1.38932144737738
28	19364	1.3611196115687776
59	23987	1.2398935521015688
61	24112	1.1306157118415638
11	15086	1.1158512049662064
62	24129	1.1152206924118322
64	24585	1.1092836745405006
37	20550	1.0547911727341903
18	16404	1.0236499897706464
