	PC1	PC2	Labels
0	0.08589245581198512	-0.06822828124509424	EXT
1	0.08632834015598922	-0.07227688693901435	EXT
2	0.08669748363961285	-0.06856222845417112	EXT
3	0.08580081700127508	-0.0706084900144358	EXT
4	0.08585085461471165	-0.0802404375400116	EXT
5	0.08604728576588691	-0.06925287274164012	EXT
6	0.08560015303117782	-0.05993633375097936	EXT
7	0.08605205831462331	-0.06927761514783001	EXT
8	0.08372642511127255	0.012764466610612167	QC
9	0.08327021468404414	0.011875118848675316	QC
10	0.08342916447917074	0.014422780320290155	QC
11	0.08387247842165138	0.013048221936940083	QC
12	0.08287236651937262	0.013169544137354315	QC
13	0.08513184030127899	0.011117319635500804	QC
14	0.08337949001638498	0.012181517788098277	QC
15	0.08375991831765502	0.011331377301318538	QC
16	0.08231400859461296	0.04897885124483723	QC
17	0.08354044576790201	0.010737537029885634	QC
18	0.08379078788284099	0.012752512411344258	QC
19	0.08179450029967701	0.04104123443714527	QC
20	0.08387841835536125	0.012078686502617793	QC
21	0.08400246904441576	0.01276877309865687	QC
22	0.08411351365144842	0.011907459039218131	QC
23	0.08342335088198971	0.011519108765023867	QC
24	0.08334372577309968	-0.17029500776967257	control
25	0.08333703379214406	-0.16391388981079713	control
26	0.0856542119640144	-0.1733570660980562	control
27	0.08444926402371782	-0.16445093768813251	control
28	0.08662236460689855	-0.15987074878299626	control
29	0.08592057828694337	-0.1644535790579831	control
30	0.08106159338602431	-0.18639617493150995	control
31	0.08395734602602557	-0.1759586100316773	control
32	0.08411058006500391	-0.1609015525192563	control
33	0.08361481855603223	-0.1469284555870336	control
34	0.07502425441135342	-0.17459731973449347	control
35	0.08243251978757	-0.15310969305321298	control
36	0.08171471930691676	-0.151911343030456	control
37	0.08252449586303616	-0.16591437444608037	control
38	0.08544666666845929	-0.1619351897619906	control
39	0.08455143717495724	-0.1675948278692563	control
40	0.07984171447638383	-0.16300274283260618	control
41	0.08238633658696043	-0.1567144639352021	control
42	0.08418898276530178	-0.15935712892178366	control
43	0.0837312897634976	-0.15922834690966786	control
44	0.08497199903629202	-0.16675594828029142	control
45	0.08545129878849857	-0.174048013527407	control
46	0.09403775525311452	0.03305979953143143	local
47	0.09378571397218427	0.02129885060467476	local
48	0.09268115419485871	0.01332489378005263	local
49	0.09204089539827125	0.03206376498239958	local
50	0.09318575827137329	0.05989564201807566	local
51	0.09638643832599578	0.10236159024716968	local
52	0.09240574455036825	0.034755485171941075	local
53	0.09476852154543768	0.040196291898826675	local
54	0.09380894574006012	0.06290049614811269	local
55	0.09627022997351871	0.021315572362356386	local
56	0.09086633404401154	-0.04657143733822125	local
57	0.09131729225365218	-0.037079833163659676	local
58	0.08664603359042573	-0.065576524780949	local
59	0.0859717820478587	0.0997582603567099	local
60	0.09094881701548688	0.046831514234572866	local
61	0.08915149874874106	-0.04472333167674974	local
62	0.0952209898697879	0.039107469152723125	local
63	0.09074364262360914	0.1788453720628542	local
64	0.09501446273420576	0.03681241979843945	local
65	0.09320094742531146	0.10578593770707845	local
66	0.09370926649692922	0.08949019638827084	local
67	0.09235981795491927	0.09104514702312631	local
68	0.09313805909889361	0.03482300137992765	local
69	0.09474226314379945	0.05715175628865916	onset
70	0.09557251707922562	0.09139039127372106	onset
71	0.09684997728102494	0.06836802471030502	onset
72	0.09510383351494847	0.05776136786988795	onset
73	0.0964887299395714	0.07981554628029322	onset
74	0.089449780301229	-0.05587101145379946	onset
75	0.09913417872780242	0.10235485154641753	onset
76	0.09493259140145344	0.06370885799618377	onset
77	0.09477847809285302	0.09277258582363569	onset
78	0.09203651696439721	0.1395224677814471	onset
79	0.0920363126025519	0.03866907599880487	onset
80	0.09228277776339734	0.051930033071145174	onset
81	0.09487815052345273	0.06760835431573628	onset
82	0.0959460345736586	0.05967576212393863	onset
83	0.08973272668906672	-0.04720366217072953	onset
84	0.09616441537083557	0.04400757690867333	onset
85	0.09452450499454963	0.05191633324205555	onset
86	0.09647751555223637	0.10708638619378119	onset
87	0.09419477144275981	0.12040458365428336	onset
88	0.09596302881165669	0.09370367955920207	onset
89	0.09504307971540786	0.08717506218130344	onset
90	0.0955739193031453	0.047242609701622765	onset
91	0.08981252133723842	-0.058103755145134585	onset
92	0.09200148523210674	0.031035270930009427	onset
93	0.09069612838954103	0.06037016626278086	onset
94	0.09680250489503722	0.07949553956026537	onset
95	0.09504463001853737	0.07057301225947236	onset
96	0.08615025983172216	-0.0649822749804142	post
97	0.09538722784867361	0.06245945254532787	post
98	0.09558113286369718	0.0297814272321066	post
99	0.09439107418120377	0.09629025340752659	post
100	0.09258304344580233	0.052506836404998807	post
101	0.0965654819420949	0.08335426759525275	post
102	0.0905183876161293	-0.07818959030894655	post
103	0.09379901236117251	0.07616721635283785	post
104	0.0951956908337207	0.05103297685250018	post
105	0.09349433708853955	0.029080733862729316	post
106	0.09409268337431521	0.04480994225719243	post
107	0.09559450995072685	0.050062801825856505	post
108	0.09403349828931347	0.0208255101838396	post
109	0.09649150308753586	0.06452845640497575	post
110	0.09216599437592544	0.04841173545239241	post
111	0.09840226274976593	0.10361985863923998	post
112	0.09819772477921697	0.0700657244769616	post
113	0.09472851746216347	0.0535420789939788	post
114	0.0949610068393443	0.01688803300746932	post
115	0.09497367820242156	0.02736138621435275	post
116	0.08852596714781516	-0.0662352897660654	post
117	0.09438525375428604	0.02037758163042244	post
118	0.09327868284039621	0.0277076329328576	post
119	0.09741215555186687	0.09216691892448907	post
120	0.09076748697562147	-0.06004946939821615	post
121	0.09396884592489858	0.017892132594720712	post
