	mean	iqr	cilo	cihi	whishi	whislo	fliers	q1	med	q3
0	25.83999698638916	5.70415163040165	24.56080142292443	27.09380444255407	35.8374862670898	18.7067966461182	[]	22.741036415100076	25.82730293273925	28.445188045501727
1	25.20770975112916	5.766362667083751	24.153339510053726	26.71396815291017	35.3430442810059	13.782172203064	[]	22.38523721694945	25.433653831481948	28.1515998840332
2	26.242055702209473	5.518160820007299	25.127728197918405	27.578139569415594	36.6252746582031	18.0955047607422	[]	23.29402923583985	26.352933883667	28.81219005584715
3	25.991036491394038	5.685080528259277	25.131890285827097	27.656424533508805	35.6202125549316	17.5351467132568	[37.48981094]	22.992331981658925	26.39415740966795	28.677412509918202
4	25.869136772155763	5.804086685180678	24.90113958349761	27.478520069212294	35.6237258911133	19.2551765441895	[]	22.63836336135865	26.189829826354952	28.442450046539328
5	26.04391441345215	5.705247402191176	24.674310492150546	27.20780010355255	35.5113410949707	19.0361728668213	[37.45959473]	22.94045162200925	25.94105529785155	28.645699024200425
6	25.089140949249266	6.819070339202899	24.33446975581519	27.362566987348917	36.0758628845215	13.9428491592407	[]	21.778263568878153	25.848518371582053	28.59733390808105
7	25.708135261535645	6.775096416473396	24.842944939126312	27.851514976034792	35.8557929992676	17.7047691345215	[]	22.17020511627195	26.347229957580552	28.945301532745347
8	25.861459693908692	6.1843667030333975	24.834987366219913	27.581236159781092	34.3828811645508	18.8147850036621	[]	22.7499680519104	26.208111763000502	28.934334754943798
9	25.488739852905272	5.247710704803449	24.60343274037717	26.93374720652223	35.1831474304199	18.3257446289063	[]	23.002120018005375	25.7685899734497	28.249830722808824
10	25.014220752716064	5.909797191619823	24.187095779443233	26.81141839597187	35.8261833190918	18.1497173309326	[11.58069134]	21.991903781890876	25.49925708770755	27.9017009735107
11	25.203669986724854	5.276771068572973	24.385606140530722	26.728825240694878	35.6374053955078	17.9770851135254	[12.08007717]	22.6832981109619	25.5572156906128	27.960069179534873
12	25.81062156677246	5.365036010742152	24.796323558138177	27.17873785848782	35.9467811584473	17.3916721343994	[12.52349281]	23.204398155212424	25.987530708313	28.569434165954576
13	25.389851837158204	6.087996006012002	24.05263466131161	26.75608878839549	34.4175415039063	18.1615104675293	[]	22.272322177886924	25.40436172485355	28.360318183898926
14	25.621612548828136	6.343430042266874	24.165555070639314	26.982438017129283	34.6315841674805	17.8568210601807	[]	22.222609043121324	25.5739965438843	28.566039085388198
15	25.71379135131836	5.400404453277623	24.549959563243032	26.948079682362366	35.5026321411133	17.5787048339844	[]	23.27197074890135	25.7490196228027	28.672375202178973
16	25.50653522491455	5.9408535957336746	24.387369811319353	27.025483429647444	35.0375938415527	18.067554473877	[]	22.24790096282955	25.7064266204834	28.188754558563225
17	25.861870994567866	4.941552639007551	25.08399188139204	27.278352860429262	35.0969161987305	19.0248851776123	[36.7047081]	23.127368927001974	26.18117237091065	28.068921566009525
18	25.131700744628905	5.390479087829576	24.49917716229275	26.89288979327365	35.523811340332	18.3064002990723	[10.87367439]	22.6099033355713	25.6960334777832	28.000382423400875
19	25.32898132324219	6.393765926361077	23.96972277412709	26.808958027264513	35.9621086120605	17.5693359375	[]	21.984281063079823	25.3893404006958	28.3780469894409
